,Compound,Date,Negative,Neutral,Positive,Source account,Text,Tweets count,User
525,-0.5413,Sun Sep 16 21:32:37 +0000 2018,0.741,0.259,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@RepHolding: ""We still have more catastrophic flooding on the way."" https://t.co/ewHUg4gtEJ",25,FoxNews
526,0.296,Sun Sep 16 21:21:08 +0000 2018,0.864,0.0,0.136,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Test messages for federal alert systems to be sent to cellphones Thursday, @FEMA says. https://t.co/3t6l8vRGZl",26,FoxNews
527,0.4019,Sun Sep 16 21:13:00 +0000 2018,0.748,0.0,0.252,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Wisconsin squirrels freed from 'Gordion knot' of tails. https://t.co/RMrcFv77Vp,27,FoxNews
528,0.0,Sun Sep 16 21:07:49 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",'I'm Assuming I'm Not Going to Get an Answer': Ocasio-Cortez Pressed on $40T Policy Plan. https://t.co/1VTrVCkfsv,28,FoxNews
529,0.5267,Sun Sep 16 21:00:00 +0000 2018,0.866,0.0,0.134,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","TONIGHT: Gregg Jarrett and Bradley Smith sit down with Mark Levin on ""Life, Liberty, &amp; Levin"" - Tune in at 10p ET o… https://t.co/Zv5C3MV2I8",29,FoxNews
530,-0.4939,Sun Sep 16 20:58:02 +0000 2018,0.842,0.158,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Catastrophic flooding and the potential for tornadoes still plague the Carolinas in the wake of Hurricane Florence.… https://t.co/UBeQEW2Yvr,30,FoxNews
531,0.0,Sun Sep 16 20:54:08 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Alleged 'looters' in Florence-ravaged North Carolina sought by police. https://t.co/dPMkLpUXRv,31,FoxNews
532,-0.1779,Sun Sep 16 20:27:29 +0000 2018,0.884,0.116,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Syria is accusing Israel of airstrikes near the Damascus International Airport. @TreyYingst reports. https://t.co/K3pLwVIar4,32,FoxNews
533,0.0,Sun Sep 16 20:16:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Phoenix Airport returning to normal operations after shutting down terminal for police investigation. https://t.co/nVPA8rkLKx,33,FoxNews
534,-0.7964,Sun Sep 16 20:10:00 +0000 2018,0.559,0.441,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Palestinian teen fatally stabs American-Israeli activist in the West Bank. https://t.co/XbLxmnKQhA,34,FoxNews
535,-0.5994,Sun Sep 16 20:05:00 +0000 2018,0.782,0.218,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",LATEST: The death toll from Florence rises to at least 15 in the Carolinas. https://t.co/sFCggBrNOK,35,FoxNews
536,-0.4588,Sun Sep 16 19:59:21 +0000 2018,0.857,0.143,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Residents in Massachusetts are being allowed to return to their homes after thousands were forced to evacuate after… https://t.co/AAiR0XBu3f,36,FoxNews
537,-0.2023,Sun Sep 16 19:52:00 +0000 2018,0.899,0.101,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Investigators are calling the U.S. border patrol agent charged in the deaths of four a ""serial killer.""… https://t.co/vM80PWl5Su",37,FoxNews
538,-0.7717,Sun Sep 16 19:40:40 +0000 2018,0.676,0.324,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Former NHL player called 'disgusting,' receives death threats after posting pictures of grizzly bear hunt. https://t.co/GD3K7AY2I6",38,FoxNews
539,0.4019,Sun Sep 16 19:30:00 +0000 2018,0.847,0.0,0.153,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","TONIGHT: Fox News Channel presents a special “Town Hall America with @HARRISFAULKNER,” focusing on hot-button issue… https://t.co/56gecsg8nk",39,FoxNews
540,0.5574,Sun Sep 16 19:29:56 +0000 2018,0.606,0.106,0.288,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",.@JudgeJeanine: @SenFeinstein's handling of Kavanaugh letter shows complete disregard for truth and justice. (via… https://t.co/DuiQtHMCk5,40,FoxNews
541,0.0,Sun Sep 16 19:20:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Dolphins players continue to kneel during national anthem. https://t.co/8RulGauHIM,41,FoxNews
542,-0.1779,Sun Sep 16 19:13:00 +0000 2018,0.918,0.082,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",The White House says it's standing by Brett Kavanaugh after a woman accusing him of sexual misconduct speaks out to… https://t.co/EP6kepV0Rh,42,FoxNews
543,0.0,Sun Sep 16 19:06:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","President Trump 'not going to survive' testimony by Paul Manafort, former Obama ethics czar predicts. https://t.co/XmJQYGSP52",43,FoxNews
544,0.0,Sun Sep 16 19:00:14 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Biden bemoans not speaking out against Trump sooner as speculation continues over a possible 2020 run. https://t.co/l0Ia5kHjeP,44,FoxNews
545,-0.7003,Sun Sep 16 18:50:00 +0000 2018,0.655,0.345,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",California professor Christine Ford claims Kavanaugh sexually assaulted her: 'It derailed me' https://t.co/BVGmNJNWON,45,FoxNews
546,-0.3818,Sun Sep 16 18:44:04 +0000 2018,0.843,0.157,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",South Carolina Governor @henrymcmaster holds a news briefing with emergency response officials on Florence's impact… https://t.co/IEdEdgluru,46,FoxNews
547,0.0,Sun Sep 16 18:40:47 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @EricShawnTV: More live coverage of #Florence and the breaking news about the claims against #JudgeKavanaugh. I anchor @FoxNews at 3 pm…,47,FoxNews
548,0.0,Sun Sep 16 18:40:07 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@senthomtillis: ""We're going to have more evacuation notices as the rivers rise and after they overflow their bank… https://t.co/YW4l1C4otF",48,FoxNews
549,0.0,Sun Sep 16 18:27:09 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@FEMA_Brock on Florence's continuing impact: ""Unfortunately, we've still got several days to go."" #FNS… https://t.co/Cm52ewxlso",49,FoxNews
550,0.2023,Sun Sep 16 18:15:06 +0000 2018,0.899,0.0,0.101,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @MikeEmanuelFox: #2018Midterms: @RepGaramendi on the chances of a “blue wave” in November - my interview from @ANHQDC:

https://t.co/P45…",50,FoxNews
551,0.0516,Sun Sep 16 18:15:00 +0000 2018,0.93,0.0,0.07,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Jackie Kennedy Onassis was 'horrified' of recluse aunt, cousin living in crumbling Grey Gardens, book claims https://t.co/CIEAO20XR2",51,FoxNews
552,-0.296,Sun Sep 16 18:09:31 +0000 2018,0.864,0.136,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","London mayor calls for second referendum on Brexit, says negotiations are 'mired in confusion' https://t.co/Hpbs3MhrE9",52,FoxNews
553,0.0,Sun Sep 16 18:00:01 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","FEMA director says there's 'difference between direct deaths and indirect deaths' in Puerto Rico, following Trump r… https://t.co/ofQjWJVv0c",53,FoxNews
554,0.4215,Sun Sep 16 17:53:25 +0000 2018,0.843,0.0,0.157,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@NC_Governor: “More than 900 lives have been saved by first responders rescuing survivors from floodwaters.”… https://t.co/i31cwADtz2,54,FoxNews
555,0.0258,Sun Sep 16 17:49:54 +0000 2018,0.932,0.0,0.068,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@NC_Governor: “We are working now and doing everything we can to prevent more deaths.” https://t.co/6s0pmLfqVU https://t.co/4Xl8daPbof,55,FoxNews
556,-0.34,Sun Sep 16 17:48:25 +0000 2018,0.783,0.139,0.078,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@NC_Governor Roy Cooper: “We were able to get into the air and see significant damage in eastern North Carolina.”… https://t.co/7F8EV8VYaa,56,FoxNews
557,0.5719,Sun Sep 16 17:46:32 +0000 2018,0.844,0.0,0.156,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @EricShawnTV: Who wins: #Trump vs. #Biden? The former @VP is taking on @POTUS @realDonaldTrump, branding him a ""bully."" Is #JoeBiden run…",57,FoxNews
558,-0.4404,Sun Sep 16 17:45:00 +0000 2018,0.805,0.195,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Florence is going to be 'a long, frustrating recovery,' FEMA director says https://t.co/Y513FW08a1",58,FoxNews
559,-0.4404,Sun Sep 16 17:37:15 +0000 2018,0.805,0.195,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Kavanaugh confirmation process has been 'an intergalactic freak show,' Sen. Kennedy says https://t.co/lELpYzphOn",59,FoxNews
560,-0.5267,Sun Sep 16 17:35:00 +0000 2018,0.694,0.306,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Women who dressed as nuns during bank robbery sentenced to prison https://t.co/6OGGXpoSHU,60,FoxNews
561,0.0,Sun Sep 16 17:25:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Sen. John N. Kennedy: Kavanaugh Hearings Devolved Into 'Intergalactic Freakshow' https://t.co/3RUFEvcMTM,61,FoxNews
562,0.0,Sun Sep 16 17:19:03 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Schiff: 'Bob Mueller Is the One Draining the Swamp', Trump 'Terrified' of Manafort https://t.co/FXqxZfOSN1",62,FoxNews
563,-0.8658,Sun Sep 16 17:15:00 +0000 2018,0.531,0.469,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Teen accused of killing classmate was ‘smiling and laughing’ during attack, reports say https://t.co/oJVXiPtJio",63,FoxNews
564,-0.4215,Sun Sep 16 17:07:39 +0000 2018,0.851,0.149,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","A downed tree uprooted by Hurricane Florence lies next to homes in New Bern, North Carolina. https://t.co/6s0pmLfqVU https://t.co/FWbY0KqiiV",64,FoxNews
565,0.5859,Sun Sep 16 17:00:00 +0000 2018,0.678,0.0,0.322,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",OPINION: Kimberley Strassel: How Republicans could still win https://t.co/K9r7kWxzC2,65,FoxNews
566,-0.5719,Sun Sep 16 16:49:07 +0000 2018,0.764,0.236,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Ryanair passenger catches baggage handler on camera opening suitcase and stealing speaker https://t.co/OyVey8ehiA,66,FoxNews
567,0.0,Sun Sep 16 16:39:15 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Roger Hedgepeth and his dog Bodie are helped by members of the U.S. Coast Guard in Lumberton, North Carolina, follo… https://t.co/l05LfYQkal",67,FoxNews
568,0.0,Sun Sep 16 16:30:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",.@GovMikeHuckabee: Kerry Talking to Iranians 'Makes the Case' for First-Ever Logan Act Conviction https://t.co/yBjxvCp2h7,68,FoxNews
569,0.0,Sun Sep 16 16:15:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Serena Williams insists she did not receive coaching in interview addressing US Open final https://t.co/a0YxPmkmbZ,69,FoxNews
570,0.4939,Sun Sep 16 16:10:00 +0000 2018,0.833,0.0,0.167,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Ocasio-Cortez: 'Medicare for all' would save 'very large amount of money,' despite studies showing $30T cost https://t.co/6grsF8sJZL",70,FoxNews
571,0.0,Sun Sep 16 16:05:15 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",North Carolina Governor Roy Cooper holds a briefing on Florence.  https://t.co/sxtiPrw4lX,71,FoxNews
572,0.0,Sun Sep 16 16:05:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@adrienneelrod: “We should be delaying this nomination until we get more information that comes out.” #MediaBuzz… https://t.co/JMlGoec2uL,72,FoxNews
573,0.3818,Sun Sep 16 16:00:00 +0000 2018,0.625,0.146,0.229,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@RepRatcliffe: “I think under really difficult circumstances, FEMA has done a really great job.”… https://t.co/nKojccELPS",73,FoxNews
574,0.296,Sun Sep 16 15:45:00 +0000 2018,0.694,0.0,0.306,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@Franklin_Graham shares message after Florence https://t.co/vyvMTBaCh7,74,FoxNews
575,0.0,Sun Sep 16 15:35:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@DevinNunes: “I think full transparency is in order here.” #SundayFutures @MariaBartiromo https://t.co/RmjFNRysWN,75,FoxNews
576,0.5859,Sun Sep 16 15:30:00 +0000 2018,0.774,0.0,0.226,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@DevinNunes: “Well, I think ultimately we’re going to win this trade war.” #SundayFutures @MariaBartiromo… https://t.co/xpAKTSyrdk",76,FoxNews
577,-0.0258,Sun Sep 16 15:15:01 +0000 2018,0.718,0.144,0.138,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Former Trump campaign chairman Paul Manafort pleads guilty, will cooperate with Special Counsel Robert Mueller… https://t.co/4POqNuPVOb",77,FoxNews
578,0.0,Sun Sep 16 15:02:28 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@JoeLieberman on John Kerry’s talks with Iran https://t.co/wYFbX5KtQM #SundayFutures @MariaBartiromo https://t.co/sVslkyHOCP,78,FoxNews
579,-0.7783,Sun Sep 16 15:00:00 +0000 2018,0.541,0.459,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Gunmen disguised as mariachi musicians kill 5 in Mexico City https://t.co/RjkbQEpSUZ,79,FoxNews
580,0.2732,Sun Sep 16 14:42:38 +0000 2018,0.657,0.135,0.208,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Members of Nebraska Task Force 1 urban search and rescue team help Korean war veteran Roman Wiggs, 87, out of his w… https://t.co/syQmuKcXW9",80,FoxNews
581,-0.8442,Sun Sep 16 14:34:24 +0000 2018,0.597,0.403,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Florence downgrades to tropical depression after killing at least 12 people https://t.co/6s0pmLfqVU #SundayFutures… https://t.co/Cm2YZmjLtk,81,FoxNews
582,0.4019,Sun Sep 16 14:30:00 +0000 2018,0.847,0.0,0.153,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","TONIGHT: Fox News Channel presents a special “Town Hall America with @HARRISFAULKNER,” focusing on hot-button issue… https://t.co/meWZJLUgdi",82,FoxNews
583,0.4019,Sun Sep 16 14:15:00 +0000 2018,0.838,0.0,0.162,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@GovMikeHuckabee: “I think Mike Pompeo was smart to call him out on it.” https://t.co/wYFbX5KtQM https://t.co/rL9g4AYfvN,83,FoxNews
584,0.0,Sun Sep 16 14:10:08 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@edhenry is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/cOwWrrtGVp,84,FoxNews
585,0.0,Sun Sep 16 14:09:38 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxNewsResearch: 𝐔.𝐒. 𝐒𝐩𝐞𝐜𝐢𝐚𝐥 𝐎𝐩𝐞𝐫𝐚𝐭𝐢𝐨𝐧𝐬
-budget &amp; spending
•1988: $2.1 billion
•1993: $2.9 billion
•1998: $3.5 billion
•2003: $6.7 bil…",85,FoxNews
586,0.0,Sun Sep 16 13:57:12 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @FoxNewsSunday: .@SenThomTillis says people need to “heed the warnings” #FlorenceHurricane2018 https://t.co/tAr0wr4mtq,86,FoxNews
587,0.5367,Sun Sep 16 13:53:47 +0000 2018,0.822,0.0,0.178,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxNewsSunday: On #KavanaughConfirmation @SenJohnKennedy tells Chris: 
""So far it’s pretty much been an intergalactic freakshow” https:…",87,FoxNews
588,-0.765,Sun Sep 16 13:50:00 +0000 2018,0.625,0.375,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",40 people feared trapped in Philippines as Typhoon Mangkhut pummels southern China https://t.co/pW7jJyjzNo,88,FoxNews
589,0.0,Sun Sep 16 13:41:34 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @FoxNewsSunday: .@SenJohnKennedy on #KavanaughConfirmationHearings : “Let’s go vote.”,89,FoxNews
590,0.0,Sun Sep 16 13:41:19 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @FoxNewsSunday: .@SenJohnKennedy tells Chris he thinks every Republican will vote for #Kavanaugh and at least two Democrats. #KavanaughC…,90,FoxNews
591,-0.2023,Sun Sep 16 13:41:07 +0000 2018,0.841,0.098,0.061,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxNewsSunday: Asked if he disputes the number of 3,000 hurricane related deaths in Puerto Rico, @Fema Administrator @FEMA_Brock tells…",91,FoxNews
592,0.4767,Sun Sep 16 13:40:47 +0000 2018,0.846,0.0,0.154,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @FoxNewsSunday: On Government response to #FlorenceHurricane2018 @SenThomTillis tells Chris: I’m proud of what they’ve done…I think Nort…,92,FoxNews
593,0.0,Sun Sep 16 13:40:30 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @FoxNewsSunday: On looting in North Carolina during #FlorenceHurricane2018 @SenThomTillis tells Chris: We’ve had one report in Wilmingto…,93,FoxNews
594,0.0,Sun Sep 16 13:35:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Ed Davis on Boston-area gas explosions https://t.co/8uMHjMmxA8 https://t.co/0kPX5s4LMB,94,FoxNews
595,-0.2732,Sun Sep 16 13:24:00 +0000 2018,0.84,0.16,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Florence aftermath: 'Catastrophic, life-threatening' flooding risk as storm shatters rainfall records https://t.co/2MuhGXgcLy",95,FoxNews
596,-0.4939,Sun Sep 16 13:11:00 +0000 2018,0.742,0.172,0.086,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@RepPeteKing: “She did everything she possibly could to alert the state and the nation to MS-13, how evil it is.""… https://t.co/DBRNd3NaX4",96,FoxNews
597,0.0,Sun Sep 16 13:06:43 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @FoxNewsSunday: .@Fema Administrator @FEMA_Brock tells Chris: We’ve still got several days to go…we’re also anticipating a lot of damage…,97,FoxNews
598,0.0,Sun Sep 16 13:03:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Ted Williams: “What we need are leaders in our communities to go about the community revering and uplifting police… https://t.co/4uEwYvNjOk,98,FoxNews
599,0.2023,Sun Sep 16 12:45:00 +0000 2018,0.795,0.087,0.117,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Ted Williams: “There is a lack of respect for these men and women who serve us on a daily basis and try to protect… https://t.co/w1X3fcBMi7,99,FoxNews
600,0.5719,Mon Sep 17 00:00:10 +0000 2018,0.821,0.0,0.179,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",An Australian state is offering a reward for information after several people reported finding sewing needles or pi… https://t.co/JkNjxO9N9s,0,CNN
601,-0.4767,Sun Sep 16 23:32:19 +0000 2018,0.86,0.14,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Florence has unleashed a dangerous mix of wind and rain on the Carolinas. Officials say that despite the storm weak… https://t.co/tqLvluq4v3,1,CNN
602,0.0,Sun Sep 16 23:29:03 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Salesforce CEO Marc Benioff and his wife Lynne Benioff are buying Time Magazine for $190 million from Meredith Corp. https://t.co/d5HLKjJwjh,2,CNN
603,-0.3612,Sun Sep 16 23:00:03 +0000 2018,0.894,0.106,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The mother of Botham Shem Jean says her son has become the target of a smear campaign since an off-duty Dallas poli… https://t.co/1LLOdM5rcU,3,CNN
604,-0.0258,Sun Sep 16 23:00:00 +0000 2018,0.927,0.073,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","The new Apple Watch touts a built-in, FDA-approved EKG sensor to test your heart https://t.co/sl4m4dOneD https://t.co/NyBiHaSbO0",4,CNN
605,-0.1779,Sun Sep 16 22:45:05 +0000 2018,0.884,0.116,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Read the letter Christine Blasey Ford sent accusing Brett Kavanaugh of sexual misconduct https://t.co/cifAF1fXBI,5,CNN
606,0.0,Sun Sep 16 22:31:11 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Typhoon Mangkhut lashes Hong Kong in this timelapse video from the south of Hong Kong Island https://t.co/TmsWa1lT0m https://t.co/g91RdsJecr,6,CNN
607,-0.3182,Sun Sep 16 22:00:10 +0000 2018,0.887,0.113,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Democrats called for the Senate Judiciary Committee to delay its planned vote on Brett Kavanaugh's nomination for t… https://t.co/dUiOm1Uq6c,7,CNN
608,-0.0772,Sun Sep 16 21:31:08 +0000 2018,0.776,0.119,0.105,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",First responders paused for a break between rescues as Florence continued to dump rain on the Southeast US. (Photos… https://t.co/4BwrvtDLJu,8,CNN
609,-0.8126,Sun Sep 16 21:15:59 +0000 2018,0.709,0.291,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A US Border Patrol agent whom authorities are calling a serial killer was arrested in the deaths of four people aft… https://t.co/hADaiP4w3x,9,CNN
610,-0.5106,Sun Sep 16 21:01:12 +0000 2018,0.829,0.171,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",New York Democrat Alexandria Ocasio-Cortez says the government failure during Hurricane Maria is part of a systemic… https://t.co/pHwIp10WJs,10,CNN
611,0.0,Sun Sep 16 20:45:01 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Hurricane baby is born after parents flee North Carolina https://t.co/zjFJkyNlRY https://t.co/tnkd3MCZn7,11,CNN
612,-0.4939,Sun Sep 16 20:29:01 +0000 2018,0.856,0.144,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A North Carolina family's home is destroyed for the second time in less than 20 years due to hurricane flooding https://t.co/sYM7ZdYYd5,12,CNN
613,0.5267,Sun Sep 16 20:00:09 +0000 2018,0.833,0.0,0.167,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Eliud Kipchoge set a new marathon world record, winning the Berlin race in 2 hours, 1 minute and 39 seconds… https://t.co/Uv9E2IZDuv",13,CNN
614,-0.1779,Sun Sep 16 19:36:04 +0000 2018,0.914,0.086,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A woman accusing Judge Brett Kavanaugh of sexual misconduct more than 30 years ago came forward publicly Sunday, de… https://t.co/JP7R1beDIZ",14,CNN
615,-0.6124,Sun Sep 16 19:18:04 +0000 2018,0.8,0.2,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Democrats are targeting black voters in the battleground state of Ohio as key to victory in a state they lost to Tr… https://t.co/m14y1RKOPw,15,CNN
616,-0.3818,Sun Sep 16 19:01:12 +0000 2018,0.852,0.148,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Drone footage captures severe flooding in Lumberton, North Carolina. 

State officials said Sunday that Florence's… https://t.co/aclnEmumPc",16,CNN
617,-0.6908,Sun Sep 16 18:30:00 +0000 2018,0.783,0.217,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","""Through my nightmare, I found my dream."" 

John Bunn was wrongfully convicted of murder as a teenager and exonerat… https://t.co/cQxb8gJvWu",17,CNN
618,0.0,Sun Sep 16 18:18:18 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Scientists believe they have discovered three new species in the depths of the Pacific Ocean https://t.co/cDMjbVdeDG https://t.co/RTmbTZrOzG,18,CNN
619,0.0,Sun Sep 16 18:02:10 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A group of firefighters in Wilmington, North Carolina, knelt and prayed outside the home where a mother and her inf… https://t.co/0KyrZJu7Dm",19,CNN
